country,unit,iso_code,type,model,status,site_name,site_location,owner_long_name,latest_thermal_power,latest_gross_electr_power,original_design_net_electr_power,latest_ref_unit_power_net,construction_date,criticality_date,grid_date,commercial_date,suspended_operation_date,susp_op_end_date,permanent_shutdown_date,operator_long_name,load_factor,lifetime_electr_supplied
CHINA,LING AO-3,CN,PWR  ,CPR-1000,Operational,LING AO II,Seacoast,Lingdong Nuclear Power Company Ltd.,2905,1086,1007,1007,2005-12-15,2010-06-09,2010-07-15,2010-09-15,,,,Daya Bay Nuclear Power Operations and Management C,87.44,110.48
CHINA,LING AO-4,CN,PWR  ,CPR-1000,Operational,LING AO II,Seacoast,Lingdong Nuclear Power Company Ltd.,2905,1086,1007,1007,2006-06-15,2011-02-25,2011-05-03,2011-08-07,,,,Daya Bay Nuclear Power Operations and Management C,87.85,104.17
CHINA,LINGLONG-1,CN,PWR  ,ACP100,Under Construction,CHANG JIANG,Seacoast,Hainan Nuclear Power Company,385,125,100,100,2021-07-13,,,,,,,Hainan Nuclear Power Company,,
CHINA,LUFENG-1,CN,PWR  ,CAP1000,Under Construction,LUFENG,Seacoast,"CGN Lufeng Nuclear Power Co., Ltd",3400,1250,1250,1250,2025-02-24,,,,,,,"CGN Lufeng Nuclear Power Co., Ltd",,
CHINA,LUFENG-2,CN,PWR  ,CAP1000,Under Construction,LUFENG,Seacoast,"Guangdong Nuclear Power Joint Venture Co.,Ltd.",3400,1200,1250,1250,2025-12-22,,,,,,,"CGN Lufeng Nuclear Power Co., Ltd",,
CHINA,LUFENG-5,CN,PWR  ,HPR1000,Under Construction,LUFENG,Seacoast,"CGN Lufeng Nuclear Power Co., Ltd",3180,1200,1116,1116,2022-09-08,,,,,,,"CGN Lufeng Nuclear Power Co., Ltd",,
CHINA,LUFENG-6,CN,PWR  ,HPR1000,Under Construction,LUFENG,Seacoast,"CGN Lufeng Nuclear Power Co., Ltd",3180,1200,1116,1116,2023-08-26,,,,,,,"CGN Lufeng Nuclear Power Co., Ltd",,
CHINA,NINGDE-1,CN,PWR  ,CPR-1000,Operational,NINGDE,Seacoast,"Fujian Ningde Nuclear Power Company, Ltd.",2905,1089,1018,1018,2008-02-18,2012-11-24,2012-12-28,2013-04-15,,,,"Fujian Ningde Nuclear Power Company, Ltd.",86.7,91.39
CHINA,NINGDE-2,CN,PWR  ,CPR-1000,Operational,NINGDE,Seacoast,"Fujian Ningde Nuclear Power Company, Ltd.",2905,1089,1018,1018,2008-11-12,2013-12-20,2014-01-04,2014-05-04,,,,"Fujian Ningde Nuclear Power Company, Ltd.",88.25,84.77
CHINA,NINGDE-3,CN,PWR  ,CPR-1000,Operational,NINGDE,Seacoast,"Fujian Ningde Nuclear Power Company, Ltd.",2905,1089,1018,1018,2010-01-08,2015-03-08,2015-03-21,2015-06-10,,,,"Fujian Ningde Nuclear Power Company, Ltd.",90.17,76.95
CHINA,NINGDE-4,CN,PWR  ,CPR-1000,Operational,NINGDE,Seacoast,"Fujian Ningde Nuclear Power Company, Ltd.",2905,1089,1018,1018,2010-09-29,2016-03-16,2016-03-29,2016-07-21,,,,"Fujian Ningde Nuclear Power Company, Ltd.",90.07,67.93
CHINA,NINGDE-5,CN,PWR  ,HPR1000,Under Construction,NINGDE,Seacoast,"Fujian Ningde Second Nuclear Power Co., Ltd.",3180,1200,1200,1200,2024-07-28,,,,,,,"Fujian Ningde Nuclear Power Company, Ltd.",,
CHINA,NINGDE-6,CN,PWR  ,HPR1000,Planned,NINGDE,Seacoast,"Fujian Ningde Second Nuclear Power Co., Ltd.",3180,1200,1200,1200,,,,,,,,"Fujian Ningde Nuclear Power Company, Ltd.",,
CHINA,PENGZE-1,CN,PWR  ,,Cancelled Plan,PENGZE,Inland near a river,,,,1250,1250,,,,,,,2019-11-17,,,
CHINA,PENGZE-2,CN,PWR  ,,Cancelled Plan,PENGZE,Inland near a river,,,,1250,1250,,,,,,,2019-11-17,,,
CHINA,PENGZE-3,CN,PWR  ,,Cancelled Plan,PENGZE,Inland near a river,,,,1250,1250,,,,,,,2019-11-17,,,
CHINA,PENGZE-4,CN,PWR  ,,Cancelled Plan,PENGZE,Inland near a river,,,,1250,1250,,,,,,,2019-11-17,,,
CHINA,QINSHAN 2-1,CN,PWR  ,CNP-600,Operational,QINSHAN,Seacoast,NUCLEAR POWER PLANT QINSHAN JOINT VENTURE COMPANY ,1930,670,610,623,1996-06-02,2001-11-15,2002-02-06,2002-04-15,,,,CNNC Nuclear Operation Management Company Limited,86.23,105.38
CHINA,QINSHAN 2-2,CN,PWR  ,CNP-600,Operational,QINSHAN,Seacoast,NUCLEAR POWER PLANT QINSHAN JOINT VENTURE COMPANY ,1930,708,610,623,1997-04-01,2004-02-25,2004-03-11,2004-05-03,,,,CNNC Nuclear Operation Management Company Limited,90.74,100.75
CHINA,QINSHAN 2-3,CN,PWR  ,CNP-600,Operational,QINSHAN,Seacoast,NUCLEAR POWER PLANT QINSHAN JOINT VENTURE COMPANY ,1930,670,610,623,2006-04-28,2010-07-13,2010-08-01,2010-10-05,,,,CNNC Nuclear Operation Management Company Limited,91.49,70.75
CHINA,QINSHAN 2-4,CN,PWR  ,CNP-600,Operational,QINSHAN,Seacoast,NUCLEAR POWER PLANT QINSHAN JOINT VENTURE COMPANY ,1930,670,610,623,2007-01-28,2011-11-17,2011-11-25,2011-12-30,,,,CNNC Nuclear Operation Management Company Limited,91.86,64.77
CHINA,QINSHAN 3-1,CN,PHWR ,CANDU 6,Operational,QINSHAN,Seacoast,"Qinshan Third nuclear power Co., LTD",2064,728,677,677,1998-06-08,2002-09-21,2002-11-19,2002-12-31,,,,CNNC Nuclear Operation Management Company Limited,90.68,116.14
CHINA,QINSHAN 3-2,CN,PHWR ,CANDU 6,Operational,QINSHAN,Seacoast,"Qinshan Third nuclear power Co., LTD",2064,728,677,677,1998-09-25,2003-01-18,2003-06-12,2003-07-24,,,,CNNC Nuclear Operation Management Company Limited,90.94,113.33
CHINA,QINSHAN-1,CN,PWR  ,CNP-300,Operational,QINSHAN,Seacoast,QINSHAN NUCLEAR POWER COMPANY,966,330,289,326,1985-03-20,1991-10-31,1991-12-15,1994-04-01,,,,CNNC Nuclear Operation Management Company Limited,84.27,69.4
CHINA,SANAO-1,CN,PWR  ,HRP1000,Under Construction,CANGNAN SANAO,Seacoast,"CGN Cangnan Nuclear Power Co., Ltd.",3180,1210,1117,1117,2020-12-31,,,,,,,"CGN Cangnan Nuclear Power Co., Ltd.",,
CHINA,SANAO-2,CN,PWR  ,HRP1000,Under Construction,CANGNAN SANAO,Seacoast,"CGN Cangnan Nuclear Power Co., Ltd.",3180,1210,1117,1117,2021-12-30,,,,,,,"CGN Cangnan Nuclear Power Co., Ltd.",,
CHINA,SANAO-3,CN,PWR  ,HRP1000,Under Construction,Ostrovetskaya,Inland near a river,"CGN Cangnan Second Nuclear Power Company, Ltd.",3180,1215,1208,1208,2025-11-19,,,,,,,"CGN Cangnan Second Nuclear Power Company, Ltd.",,
CHINA,SANMEN-1,CN,PWR  ,AP-1000,Operational,SANMEN,Seacoast,"SANMEN NUCLEAR POWER CO., LTD.",3400,1251,1157,1157,2009-04-19,2018-06-21,2018-06-30,2018-09-21,,,,"SANMEN NUCLEAR POWER CO., LTD.",91.14,58.6
CHINA,SANMEN-2,CN,PWR  ,AP-1000,Operational,SANMEN,Seacoast,"SANMEN NUCLEAR POWER CO., LTD.",3400,1251,1157,1157,2009-12-15,2018-08-17,2018-08-24,2018-11-05,,,,"SANMEN NUCLEAR POWER CO., LTD.",77.68,49.39
CHINA,SANMEN-3,CN,PWR  ,CAP1000,Under Construction,SANMEN,Seacoast,CHINA NATIONAL NUCLEAR CORPORATION,3400,1251,1163,1163,2022-06-28,,,,,,,"SANMEN NUCLEAR POWER CO., LTD.",,
CHINA,SANMEN-4,CN,PWR  ,CAP1000,Under Construction,SANMEN,Seacoast,CHINA NATIONAL NUCLEAR CORPORATION,3400,1251,1163,1163,2023-03-22,,,,,,,"SANMEN NUCLEAR POWER CO., LTD.",,
CHINA,SANMING-1,CN,FBR  ,BN-800,Cancelled Plan,SANMING,Seacoast,CHINA NATIONAL NUCLEAR CORPORATION,2100,860,800,800,,,,,,,2019-11-17,"Fujian Sanming Nuclear Power Co., Ltd.",,
CHINA,SANMING-2,CN,FBR  ,BN-800,Cancelled Plan,SANMING,Seacoast,CHINA NATIONAL NUCLEAR CORPORATION,2100,860,800,800,,,,,,,2019-11-17,"Fujian Sanming Nuclear Power Co., Ltd.",,
CHINA,SHIDAO BAY-1,CN,HTGR ,HTR-PM,Operational,SHIDAOWAN,Seacoast,China Huaneng Group,500,211,200,150,2012-12-09,2021-09-12,2021-12-14,2023-12-06,,,,"Huaneng Shandong Shidao Bay Nuclear Power Company,",26.89,0.38
CHINA,SHIDAOWAN-1,CN,PWR  ,HPR1000,Under Construction,SHIDAOWAN,Seacoast,"Huaneng Shandong Shidao Bay Nuclear Power Company,",3180,1225,1134,1134,2024-07-28,,,,,,,"Huaneng Shandong Shidao Bay Nuclear Power Company,",,
CHINA,SHIDAOWAN-2,CN,PWR  ,HPR1000,Planned,SHIDAOWAN,Seacoast,"Huaneng Shandong Shidao Bay Nuclear Power Company,",3180,1225,1134,1134,,,,,,,,"Huaneng Shandong Shidao Bay Nuclear Power Company,",,
CHINA,SN-1,CN,PWR  ,CAP1400,Planned,SHIDAOWAN,Seacoast,"State Nuclear Power Demonstration Plant CO., LTD.",,,1534,1534,,,,,,,,"State Nuclear Power Demonstration Plant CO., LTD.",,
CHINA,SN-2,CN,PWR  ,CAP1400,Planned,SHIDAOWAN,Seacoast,"State Nuclear Power Demonstration Plant CO., LTD.",,,1534,1534,,,,,,,,"State Nuclear Power Demonstration Plant CO., LTD.",,
CHINA,TAIPINGLING-1,CN,PWR  ,HPR1000,Under Construction,TAIPINGLING,Seacoast,"CGN Huizhou Nuclear Power Co.,Ltd,",3190,1202,1116,1116,2019-12-26,2026-02-03,,,,,,"CGN Huizhou Nuclear Power Co.,Ltd,",,
CHINA,TAIPINGLING-2,CN,PWR  ,HPR1000,Under Construction,TAIPINGLING,Seacoast,"CGN Huizhou Nuclear Power Co.,Ltd,",3190,1202,1116,1116,2020-10-15,,,,,,,"CGN Huizhou Nuclear Power Co.,Ltd,",,
CHINA,TAIPINGLING-3,CN,PWR  ,HPR1000,Under Construction,TAIPINGLING,Seacoast,"CGN Huizhou Second Nuclear Power Co., Ltd",3180,1209,1209,1209,2025-06-10,,,,,,,"CGN Huizhou Second Nuclear Power Co., Ltd",,
CHINA,TAIPINGLING-4,CN,PWR  ,HPR1000,Planned,TAIPINGLING,Seacoast,"CGN Huizhou Second Nuclear Power Co., Ltd",3180,1209,1209,1209,,,,,,,,"CGN Huizhou Second Nuclear Power Co., Ltd",,
CHINA,TAISHAN-1,CN,PWR  ,EPR-1750,Operational,TAISHAN,Seacoast,Taishan Nuclear Power Joint Venture Company Limite,4590,1750,1660,1660,2009-11-18,2018-06-06,2018-06-29,2018-12-13,,,,Taishan Nuclear Power Joint Venture Company Limite,54.96,50.64
CHINA,TAISHAN-2,CN,PWR  ,EPR-1750,Operational,TAISHAN,Seacoast,Taishan Nuclear Power Joint Venture Company Limite,4590,1750,1660,1660,2010-04-15,2019-05-28,2019-06-23,2019-09-07,,,,Taishan Nuclear Power Joint Venture Company Limite,76.04,59.91
CHINA,TAOHUAJIANG-1,CN,PWR  ,,Cancelled Plan,TAOHUAJIANG,Inland near a river,,,,1,0,,,,,,,2019-11-17,,,
CHINA,TAOHUAJIANG-2,CN,PWR  ,,Cancelled Plan,TAOHUAJIANG,Inland near a river,,,,1,0,,,,,,,2019-11-17,,,
CHINA,TIANWAN-1,CN,PWR  ,VVER V-428,Operational,TIANWAN,Seacoast,Jiangsu Nuclear Power Corporation,3000,1060,990,1000,1999-10-20,2005-12-20,2006-05-12,2007-05-17,,,,Jiangsu Nuclear Power Corporation,86.76,133.68
CHINA,TIANWAN-2,CN,PWR  ,VVER V-428,Operational,TIANWAN,Seacoast,Jiangsu Nuclear Power Corporation,3000,1060,990,1000,2000-09-20,2007-05-01,2007-05-14,2007-08-16,,,,Jiangsu Nuclear Power Corporation,88.6,133.23
CHINA,TIANWAN-3,CN,PWR  ,VVER V-428M,Operational,TIANWAN,Seacoast,Jiangsu Nuclear Power Corporation,3000,1126,1060,1060,2012-12-27,2017-09-29,2017-12-30,2018-02-14,,,,Jiangsu Nuclear Power Corporation,81.72,52.53
CHINA,TIANWAN-4,CN,PWR  ,VVER V-428M,Operational,TIANWAN,Seacoast,Jiangsu Nuclear Power Corporation,3000,1126,1060,1060,2013-09-27,2018-09-30,2018-10-27,2018-12-22,,,,Jiangsu Nuclear Power Corporation,85.87,48.39
CHINA,TIANWAN-5,CN,PWR  ,CNP-1000,Operational,TIANWAN,Seacoast,Jiangsu Nuclear Power Corporation,2905,1118,1000,1060,2015-12-27,2020-07-27,2020-08-08,2020-09-08,,,,Jiangsu Nuclear Power Corporation,89.15,35.97
CHINA,TIANWAN-6,CN,PWR  ,CNP-1000,Operational,TIANWAN,Seacoast,Jiangsu Nuclear Power Corporation,2905,1118,1000,1060,2016-09-07,2021-05-04,2021-05-11,2021-06-02,,,,Jiangsu Nuclear Power Corporation,88.9,30.16
CHINA,TIANWAN-7,CN,PWR  ,VVER-1200/V491,Under Construction,TIANWAN,Seacoast,CHINA NATIONAL NUCLEAR CORPORATION,3200,1265,1171,1171,2021-05-19,,,,,,,Jiangsu Nuclear Power Corporation,,
CHINA,TIANWAN-8,CN,PWR  ,VVER-1200/V491,Under Construction,TIANWAN,Seacoast,CHINA NATIONAL NUCLEAR CORPORATION,3200,1265,1171,1171,2022-02-25,,,,,,,Jiangsu Nuclear Power Corporation,,
CHINA,XIANNING-1,CN,PWR  ,,Cancelled Plan,XIANNING,Inland near a river,,,,1,0,,,,,,,2019-11-17,,,
CHINA,XIANNING-2,CN,PWR  ,,Cancelled Plan,XIANNING,Inland near a river,,,,1,0,,,,,,,2019-11-17,,,
CHINA,XIAPU-1,CN,FBR  ,CFR600,Under Construction,Changtable island,,"CNNC Longyuan Technology Co. , Ltd",1882,682,642,642,2017-12-29,,,,,,,CHINA NATIONAL NUCLEAR CORPORATION,,
CHINA,XIAPU-2,CN,FBR  ,CFR600,Under Construction,Changtable island,,"CNNC Longyuan Technology Co. , Ltd",1882,682,642,642,2020-12-27,,,,,,,CHINA NATIONAL NUCLEAR CORPORATION,,
CHINA,XUDAPU-1,CN,PWR  ,CAP1000,Under Construction,XUDABU,Seacoast,CHINA NATIONAL NUCLEAR CORPORATION,2905,1290,1000,1000,2023-11-03,,,,,,,"LIAONING NUCLEAR POWER COMPANY, LMT.",,
CHINA,XUDAPU-2,CN,PWR  ,CAP1000,Under Construction,XUDABU,Seacoast,CHINA NATIONAL NUCLEAR CORPORATION,2905,1290,1000,1000,2024-07-17,,,,,,,"LIAONING NUCLEAR POWER COMPANY, LMT.",,
CHINA,XUDAPU-3,CN,PWR  ,VVER-1200/V491,Under Construction,XUDABU,Seacoast,CHINA NATIONAL NUCLEAR CORPORATION,3200,1274,1200,1200,2021-07-28,,,,,,,"LIAONING NUCLEAR POWER COMPANY, LMT.",,
CHINA,XUDAPU-4,CN,PWR  ,VVER-1200/V491,Under Construction,XUDABU,Seacoast,CHINA NATIONAL NUCLEAR CORPORATION,3200,1274,1200,1200,2022-05-19,,,,,,,"LIAONING NUCLEAR POWER COMPANY, LMT.",,
CHINA,YANGJIANG-1,CN,PWR  ,CPR-1000,Operational,YANGJIANG,Seacoast,Yangjiang Nuclear Power Company,2905,1086,1021,1000,2008-12-16,2013-12-23,2013-12-31,2014-03-25,,,,Yangjiang Nuclear Power Company,91.48,87.02
CHINA,YANGJIANG-2,CN,PWR  ,CPR-1000,Operational,YANGJIANG,Seacoast,Yangjiang Nuclear Power Company,2905,1086,1000,1000,2009-06-04,2015-03-02,2015-03-10,2015-06-05,,,,Yangjiang Nuclear Power Company,90.95,76.87
CHINA,YANGJIANG-3,CN,PWR  ,CPR-1000,Operational,YANGJIANG,Seacoast,Yangjiang Nuclear Power Company,2905,1086,1000,1000,2010-11-15,2015-10-11,2015-10-18,2016-01-01,,,,Yangjiang Nuclear Power Company,90.18,71.64
CHINA,YANGJIANG-4,CN,PWR  ,CPR-1000,Operational,YANGJIANG,Seacoast,Yangjiang Nuclear Power Company,2905,1086,1000,1000,2012-11-17,2016-12-30,2017-01-08,2017-03-15,,,,Yangjiang Nuclear Power Company,88.81,61.16
CHINA,YANGJIANG-5,CN,PWR  ,ACPR-1000,Operational,YANGJIANG,Seacoast,Yangjiang Nuclear Power Company,2905,1086,1021,1000,2013-09-18,2018-05-16,2018-05-23,2018-07-12,,,,Yangjiang Nuclear Power Company,90.47,51.79
CHINA,YANGJIANG-6,CN,PWR  ,ACPR-1000,Operational,YANGJIANG,Seacoast,Yangjiang Nuclear Power Company,2905,1086,1000,1000,2013-12-23,2019-06-22,2019-06-29,2019-07-24,,,,Yangjiang Nuclear Power Company,89.17,42.96
CHINA,ZHANGZHOU-1,CN,PWR  ,HPR1000,Operational,ZHANGZHOU,Seacoast,"CNNP Guodian Zhangzhou Energy Co.,Ltd",3190,1212,1126,1126,2019-10-16,2024-11-07,2024-11-28,2025-01-01,,,,"CNNP Guodian Zhangzhou Energy Co.,Ltd",,0.0
CHINA,ZHANGZHOU-2,CN,PWR  ,HPR1000,Operational,ZHANGZHOU,Seacoast,"CNNP Guodian Zhangzhou Energy Co.,Ltd",3190,1212,1126,1126,2020-09-04,2025-11-03,2025-11-22,2026-01-01,,,,"CNNP Guodian Zhangzhou Energy Co.,Ltd",,
CHINA,ZHANGZHOU-3,CN,PWR  ,HPR1000,Under Construction,ZHANGZHOU,Seacoast,"CNNP Guodian Zhangzhou Energy Co.,Ltd",3180,1214,1129,1129,2024-02-22,,,,,,,"CNNP Guodian Zhangzhou Energy Co.,Ltd",,
CHINA,ZHANGZHOU-4,CN,PWR  ,HPR1000,Under Construction,ZHANGZHOU,Seacoast,"CNNP Guodian Zhangzhou Energy Co.,Ltd",3180,1214,1129,1129,2024-09-27,,,,,,,"CNNP Guodian Zhangzhou Energy Co.,Ltd",,
CROATIA,PREVLAKA,HR,PWR  ,,Cancelled Plan,PREVLAKA,Inland near a river,,0,0,1000,1000,,,,,,,1989-06-01,,,
CUBA,JURAGUA-1,CU,PWR  ,VVER V-318,Cancelled Constr.,JURAGUA,Seacoast,MINISTERIO DE LA INDUSTRIA BASICA,1375,440,408,417,1983-10-01,,,,,,1992-09-05,MINISTERIO DE LA INDUSTRIA BASICA,,
CUBA,JURAGUA-2,CU,PWR  ,VVER V-318,Cancelled Constr.,JURAGUA,Seacoast,MINISTERIO DE LA INDUSTRIA BASICA,1375,440,408,417,1985-02-01,,,,,,1992-09-05,MINISTERIO DE LA INDUSTRIA BASICA,,
CUBA,JURAGUA-3,CU,PWR  ,VVER,Cancelled Plan,JURAGUA,Seacoast,MINISTERIO DE LA INDUSTRIA BASICA,1375,440,408,408,,,,,,,,MINISTERIO DE LA INDUSTRIA BASICA,,
CUBA,JURAGUA-4,CU,PWR  ,VVER,Cancelled Plan,JURAGUA,Seacoast,MINISTERIO DE LA INDUSTRIA BASICA,1375,440,408,408,,,,,,,,MINISTERIO DE LA INDUSTRIA BASICA,,
CZECH REPUBLIC,DUKOVANY-1,CZ,PWR  ,VVER V-213,Operational,DUKOVANY,Inland near a river,"CZECH POWER Co., CEZ a.s.",1444,511,420,479,1979-01-01,1985-02-12,1985-02-24,1985-05-03,,,,"CZECH POWER Co., CEZ a.s.",83.73,125.5
CZECH REPUBLIC,DUKOVANY-2,CZ,PWR  ,VVER V-213,Operational,DUKOVANY,Inland near a river,"CZECH POWER Co., CEZ a.s.",1444,511,420,479,1979-01-01,1986-01-23,1986-01-30,1986-03-21,,,,"CZECH POWER Co., CEZ a.s.",82.15,120.72
CZECH REPUBLIC,DUKOVANY-3,CZ,PWR  ,VVER V-213,Operational,DUKOVANY,Inland near a river,"CZECH POWER Co., CEZ a.s.",1444,511,420,479,1979-03-01,1986-10-28,1986-11-14,1986-12-20,,,,"CZECH POWER Co., CEZ a.s.",82.5,120.24
CZECH REPUBLIC,DUKOVANY-4,CZ,PWR  ,VVER V-213,Operational,DUKOVANY,Inland near a river,"CZECH POWER Co., CEZ a.s.",1444,511,420,479,1979-03-01,1987-06-01,1987-06-11,1987-07-19,,,,"CZECH POWER Co., CEZ a.s.",84.76,121.5
CZECH REPUBLIC,TEMELIN-1,CZ,PWR  ,VVER V-320,Operational,TEMELIN,Inland near a river,"CZECH POWER Co., CEZ a.s.",3120,1086,912,1027,1987-02-01,2000-10-11,2000-12-21,2002-06-10,,,,"CZECH POWER Co., CEZ a.s.",76.99,153.23
CZECH REPUBLIC,TEMELIN-2,CZ,PWR  ,VVER V-320,Operational,TEMELIN,Inland near a river,"CZECH POWER Co., CEZ a.s.",3120,1086,912,1029,1987-02-01,2002-05-31,2002-12-29,2003-04-18,,,,"CZECH POWER Co., CEZ a.s.",79.0,149.29
CZECH REPUBLIC,TEMELIN-3,CZ,PWR  ,VVER V-320,Suspended Constr.,TEMELIN,Inland near a river,"CZECH POWER Co., CEZ a.s.",3000,972,892,892,1985-01-01,,,,,,,"CZECH POWER Co., CEZ a.s.",,
CZECH REPUBLIC,TEMELIN-4,CZ,PWR  ,VVER V-320,Suspended Constr.,TEMELIN,Inland near a river,"CZECH POWER Co., CEZ a.s.",3000,972,892,892,1985-01-01,,,,,,,"CZECH POWER Co., CEZ a.s.",,
DEM. P.R. KOREA,SINPO-1,KP,PWR  ,,Cancelled Constr.,KUMHO,Seacoast,DPRK - TONGHAE NPP,2825,1042,1000,1040,2002-08-03,,,,,,2003-12-12,DPRK - TONGHAE NPP,,
DEM. P.R. KOREA,SINPO-2,KP,PWR  ,,Cancelled Plan,KUMHO,Seacoast,DPRK - TONGHAE NPP,2825,1042,1000,1040,,,,,,,, ,,
EGYPT,EL DABAA-1,EG,PWR  ,VVER-1200,Under Construction,EL DABAA,,Nuclear Power Plants Authority,3200,1200,1100,1100,2022-07-20,,,,,,,Nuclear Power Plants Authority,,
EGYPT,EL DABAA-2,EG,PWR  ,VVER-1200,Under Construction,EL DABAA,,Nuclear Power Plants Authority,3200,1200,1100,1100,2022-11-19,,,,,,,Nuclear Power Plants Authority,,
EGYPT,EL DABAA-3,EG,PWR  ,VVER-1200,Under Construction,EL DABAA,,Nuclear Power Plants Authority,3200,1200,1100,1100,2023-05-03,,,,,,,Nuclear Power Plants Authority,,
EGYPT,EL DABAA-4,EG,PWR  ,VVER-1200,Under Construction,EL DABAA,,Nuclear Power Plants Authority,3200,1200,1100,1100,2024-01-23,,,,,,,Nuclear Power Plants Authority,,
FINLAND,HANHIKIVI-1,FI,PWR  ,VVER V-522,Planned,Hanhikivi,Seacoast,Fennovoima Oy,3200,,1200,1200,,,,,,,,Fennovoima Oy,,
FINLAND,LOVIISA-1,FI,PWR  ,VVER V-213,Operational,LOVIISA,Seacoast,FORTUM POWER AND HEAT OY (former IVO),1500,531,420,507,1971-05-01,1977-01-21,1977-02-08,1977-05-09,,,,FORTUM POWER AND HEAT OY (former IVO),87.84,173.48
FINLAND,LOVIISA-2,FI,PWR  ,VVER V-213,Operational,LOVIISA,Seacoast,FORTUM POWER AND HEAT OY (former IVO),1500,531,420,507,1972-08-01,1980-10-17,1980-11-04,1981-01-05,,,,FORTUM POWER AND HEAT OY (former IVO),89.46,164.29
FINLAND,OLKILUOTO-1,FI,BWR  ,"AA-III, BWR-2500",Operational,OLKILUOTO,Seacoast,TEOLLISUUDEN VOIMA OYJ,2500,920,660,890,1974-02-01,1978-07-21,1978-09-02,1979-10-10,,,,TEOLLISUUDEN VOIMA OYJ,92.49,295.82
FINLAND,OLKILUOTO-2,FI,BWR  ,"AA-III, BWR-2500",Operational,OLKILUOTO,Seacoast,TEOLLISUUDEN VOIMA OYJ,2500,920,660,890,1975-11-01,1979-10-13,1980-02-18,1982-07-10,,,,TEOLLISUUDEN VOIMA OYJ,92.68,285.58
FINLAND,OLKILUOTO-3,FI,PWR  ,EPR,Operational,OLKILUOTO,Seacoast,TEOLLISUUDEN VOIMA OYJ,4300,1660,1600,1575,2005-08-12,2021-12-21,2022-03-12,2023-05-01,,,,TEOLLISUUDEN VOIMA OYJ,77.62,21.95
FRANCE,BELLEVILLE-1,FR,PWR  ,P4 REP 1300,Operational,BELLEVILLE,Inland near a river,ÉLECTRICITÉ DE FRANCE ,3817,1363,1310,1310,1980-05-01,1987-09-09,1987-10-14,1988-06-01,,,,ÉLECTRICITÉ DE FRANCE ,71.0,301.12
FRANCE,BELLEVILLE-2,FR,PWR  ,P4 REP 1300,Operational,BELLEVILLE,Inland near a river,ÉLECTRICITÉ DE FRANCE ,3817,1363,1310,1310,1980-08-01,1988-05-25,1988-07-06,1989-01-01,,,,ÉLECTRICITÉ DE FRANCE ,71.94,299.63
FRANCE,BLAYAIS-1,FR,PWR  ,CP1,Operational,BLAYAIS,Seacoast,ÉLECTRICITÉ DE FRANCE ,2785,951,910,910,1977-01-01,1981-05-20,1981-06-12,1981-12-01,,,,ÉLECTRICITÉ DE FRANCE ,71.77,247.3
FRANCE,BLAYAIS-2,FR,PWR  ,CP1,Operational,BLAYAIS,Seacoast,ÉLECTRICITÉ DE FRANCE ,2785,951,910,910,1977-01-01,1982-06-28,1982-07-17,1983-02-01,,,,ÉLECTRICITÉ DE FRANCE ,76.03,256.1
FRANCE,BLAYAIS-3,FR,PWR  ,CP1,Operational,BLAYAIS,Seacoast,ÉLECTRICITÉ DE FRANCE ,2785,951,910,910,1978-04-01,1983-07-29,1983-08-17,1983-11-14,,,,ÉLECTRICITÉ DE FRANCE ,75.73,249.61
FRANCE,BLAYAIS-4,FR,PWR  ,CP1,Operational,BLAYAIS,Seacoast,ÉLECTRICITÉ DE FRANCE ,2785,951,910,910,1978-04-01,1983-05-01,1983-05-16,1983-10-01,,,,ÉLECTRICITÉ DE FRANCE ,74.41,246.43
FRANCE,BUGEY-1,FR,GCR  ,UNGG,Permanent Shutdown,BUGEY,Inland near a river,ÉLECTRICITÉ DE FRANCE ,1954,555,540,540,1965-12-01,1972-03-21,1972-04-15,1972-07-01,,,1994-05-27,ÉLECTRICITÉ DE FRANCE ,53.15,
FRANCE,BUGEY-2,FR,PWR  ,CP0,Operational,BUGEY,Inland near a river,ÉLECTRICITÉ DE FRANCE ,2785,945,920,910,1972-11-01,1978-04-20,1978-05-10,1979-03-01,,,,ÉLECTRICITÉ DE FRANCE ,68.4,252.6
FRANCE,BUGEY-3,FR,PWR  ,CP0,Operational,BUGEY,Inland near a river,ÉLECTRICITÉ DE FRANCE ,2785,945,920,910,1973-09-01,1978-08-31,1978-09-21,1979-03-01,,,,ÉLECTRICITÉ DE FRANCE ,65.89,242.72
FRANCE,BUGEY-4,FR,PWR  ,CP0,Operational,BUGEY,Inland near a river,ÉLECTRICITÉ DE FRANCE ,2785,917,900,880,1974-06-01,1979-02-17,1979-03-08,1979-07-01,,,,ÉLECTRICITÉ DE FRANCE ,69.39,245.86
FRANCE,BUGEY-5,FR,PWR  ,CP0,Operational,BUGEY,Inland near a river,ÉLECTRICITÉ DE FRANCE ,2785,917,900,880,1974-07-01,1979-07-15,1979-07-31,1980-01-03,,,,ÉLECTRICITÉ DE FRANCE ,67.67,237.54
FRANCE,CATTENOM-1,FR,PWR  ,P4 REP 1300,Operational,CATTENOM,Inland near a lake,ÉLECTRICITÉ DE FRANCE ,3817,1362,1300,1300,1979-10-29,1986-10-24,1986-11-13,1987-04-01,,,,ÉLECTRICITÉ DE FRANCE ,67.9,293.15
